postid,creation_date
4082609,2010-11-02 22:20:11.78 UTC
10929570,2012-06-07 09:57:45.397 UTC
10529679,2012-05-10 07:54:54.267 UTC
1635892,2009-10-28 08:42:10.16 UTC
44786306,2017-06-27 17:21:04.89 UTC
4267747,2010-11-24 14:15:18.277 UTC
2060265,2010-01-13 21:06:17.147 UTC
51194258,2018-07-05 14:47:10.603 UTC
49949012,2018-04-20 20:07:09.147 UTC
46139358,2017-09-10 09:49:18.29 UTC
21347380,2014-01-25 06:12:42.04 UTC
47857223,2017-12-17 16:40:29.31 UTC
48761640,2018-02-13 07:36:11.343 UTC
8991248,2012-01-24 17:24:43.763 UTC
35059879,2016-01-28 11:11:12.067 UTC
37098928,2016-05-08 10:44:34.05 UTC
52044005,2018-08-27 17:09:28.713 UTC
18178995,2013-08-12 03:01:23.733 UTC
20973830,2014-01-07 14:12:39.833 UTC
40329315,2016-10-30 12:53:00.087 UTC
5983187,2011-05-12 19:12:36.163 UTC
28684863,2015-02-23 22:35:24.183 UTC
4088076,2010-11-03 14:29:33.86 UTC
23150278,2014-04-18 08:23:56.79 UTC
30885500,2015-06-17 07:53:36.997 UTC
16445581,2013-05-08 16:25:30.743 UTC
12679267,2012-10-01 18:56:04.7 UTC
22922201,2014-04-07 20:16:26.737 UTC
46770201,2017-10-16 12:20:53.287 UTC
29212217,2015-03-23 14:01:15.19 UTC
2076533,2010-01-16 07:17:27.96 UTC
34925591,2016-01-21 13:48:50.88 UTC
31047096,2015-06-25 09:59:35.657 UTC
17721982,2013-07-18 11:18:14.657 UTC
50644823,2018-06-01 13:43:57.31 UTC
606091,2009-03-03 11:52:03.793 UTC
51377089,2018-07-17 08:54:55.197 UTC
19027130,2013-09-26 11:35:10.36 UTC
20871297,2014-01-01 17:34:03.24 UTC
43502196,2017-04-19 17:18:49.763 UTC
32437710,2015-09-07 11:34:42.457 UTC
11510831,2012-07-16 19:02:06.56 UTC
27028861,2014-11-19 23:15:03.613 UTC
7856638,2011-10-22 00:33:36.787 UTC
5888743,2011-05-04 19:20:15.497 UTC
7157151,2011-08-23 06:37:00.24 UTC
37295876,2016-05-18 09:44:26.013 UTC
30213899,2015-05-13 11:47:15.337 UTC
42770695,2017-03-13 18:17:25.84 UTC
4116147,2010-11-07 01:50:38.177 UTC
31978950,2015-08-13 03:18:41.973 UTC
40332253,2016-10-30 18:32:24.183 UTC
36067534,2016-03-17 17:20:28.803 UTC
46595084,2017-10-05 21:30:22.043 UTC
17912131,2013-07-28 19:43:44.417 UTC
28840443,2015-03-03 19:36:36.71 UTC
37069242,2016-05-06 09:47:18.203 UTC
49742535,2018-04-09 22:21:22.943 UTC
7351727,2011-09-08 16:55:46.76 UTC
37613406,2016-06-03 11:38:26.72 UTC
37278990,2016-05-17 14:27:23.167 UTC
29988869,2015-05-01 14:34:28.21 UTC
31143779,2015-06-30 16:38:36.187 UTC
32545993,2015-09-13 03:22:30.303 UTC
10756940,2012-05-25 15:11:10.203 UTC
53160995,2018-11-05 19:32:34.793 UTC
28002805,2015-01-17 18:27:06.227 UTC
11268020,2012-06-29 19:43:55.293 UTC
29774669,2015-04-21 14:10:26.36 UTC
16293663,2013-04-30 06:33:27.28 UTC
53069915,2018-10-30 17:36:58.09 UTC
11596659,2012-07-21 23:37:56.37 UTC
31841260,2015-08-05 19:30:44.873 UTC
23347860,2014-04-28 17:49:17.167 UTC
52876181,2018-10-18 14:21:35.35 UTC
26943136,2014-11-15 06:10:58.207 UTC
3132338,2010-06-28 12:30:34.113 UTC
12329641,2012-09-08 09:38:00.39 UTC
691533,2009-03-27 21:31:31.533 UTC
43966087,2017-05-14 16:08:12.01 UTC
28344446,2015-02-05 12:50:59.47 UTC
46073485,2017-09-06 11:00:55.127 UTC
57314957,2019-08-01 18:23:31.973 UTC
7738951,2011-10-12 10:55:28.4 UTC
50675432,2018-06-04 07:32:38.623 UTC
24478838,2014-06-29 18:14:13.65 UTC
47489224,2017-11-25 18:24:48.487 UTC
56945847,2019-07-09 05:25:46.927 UTC
53724911,2018-12-11 13:12:25.66 UTC
51933868,2018-08-20 15:19:21.977 UTC
53219903,2018-11-09 04:30:33.89 UTC
20737717,2013-12-23 05:54:53.207 UTC
33371172,2015-10-27 14:51:16.047 UTC
17657389,2013-07-15 15:02:09.367 UTC
29691765,2015-04-17 06:20:58.307 UTC
2973807,2010-06-04 11:52:53.677 UTC
49947322,2018-04-20 17:57:18.503 UTC
17810131,2013-07-23 12:25:28.327 UTC
54500096,2019-02-03 04:59:12.327 UTC
48829857,2018-02-16 15:22:33.147 UTC
51800916,2018-08-11 14:58:21.23 UTC
32646674,2015-09-18 07:52:39.66 UTC
6764509,2011-07-20 15:33:27.857 UTC
40726439,2016-11-21 17:55:28.117 UTC
4144134,2010-11-10 11:46:21.913 UTC
13227509,2012-11-05 07:06:56.913 UTC
17203790,2013-06-20 01:09:58.327 UTC
25106056,2014-08-03 15:13:44.747 UTC
52437305,2018-09-21 05:44:26.3 UTC
42923469,2017-03-21 09:50:09.213 UTC
44215041,2017-05-27 09:12:07.983 UTC
147491,2008-09-29 04:18:44.53 UTC
27126444,2014-11-25 12:12:51.577 UTC
8684043,2011-12-30 20:59:38.35 UTC
6440106,2011-06-22 12:48:01.73 UTC
45500839,2017-08-04 07:37:47.853 UTC
35966143,2016-03-13 03:33:52.087 UTC
8512290,2011-12-14 22:00:33.773 UTC
20427005,2013-12-06 14:59:47.11 UTC
2162480,2010-01-29 14:23:33.137 UTC
18201098,2013-08-13 05:07:04.04 UTC
23450574,2014-05-03 22:40:58.613 UTC
56424287,2019-06-03 09:14:33.007 UTC
18616991,2013-09-04 14:47:02.577 UTC
48611757,2018-02-04 18:46:10.373 UTC
34812834,2016-01-15 14:06:48.467 UTC
15457440,2013-03-17 04:11:35.853 UTC
6212706,2011-06-02 09:31:40.693 UTC
7993195,2011-11-03 10:16:47.66 UTC
31676489,2015-07-28 12:34:32.847 UTC
21886011,2014-02-19 16:10:07.913 UTC
4320222,2010-12-01 00:41:21.59 UTC
45620860,2017-08-10 18:17:41.293 UTC
30106699,2015-05-07 16:24:35.257 UTC
840929,2009-05-08 17:26:12.98 UTC
21048340,2014-01-10 15:39:03.05 UTC
30770767,2015-06-11 02:54:04.67 UTC
32439598,2015-09-07 13:10:57.113 UTC
9691372,2012-03-13 20:13:55.64 UTC
11453840,2012-07-12 14:17:00.717 UTC
43302053,2017-04-09 01:19:37.997 UTC
43922629,2017-05-11 18:02:58.77 UTC
25372962,2014-08-18 22:22:31.003 UTC
21761468,2014-02-13 17:36:43.393 UTC
13321680,2012-11-10 11:39:53.973 UTC
15275733,2013-03-07 15:55:40.003 UTC
50371160,2018-05-16 12:36:47.153 UTC
14103249,2012-12-31 15:17:02.373 UTC
27441690,2014-12-12 10:32:12.843 UTC
7780637,2011-10-15 21:02:30.857 UTC
8596413,2011-12-21 21:12:13.493 UTC
43863713,2017-05-09 07:27:09.513 UTC
27816753,2015-01-07 09:57:45.247 UTC
43977862,2017-05-15 11:05:41.753 UTC
44577162,2017-06-15 21:16:27.67 UTC
9688584,2012-03-13 17:01:24.25 UTC
45107541,2017-07-14 16:17:40.103 UTC
16413204,2013-05-07 07:09:33.31 UTC
20316126,2013-12-01 19:19:13.547 UTC
34397981,2015-12-21 14:28:12.133 UTC
3780771,2010-09-23 17:02:26.697 UTC
57260332,2019-07-29 19:30:15.137 UTC
7542169,2011-09-24 21:51:12.477 UTC
8327712,2011-11-30 14:47:04.7 UTC
34056520,2015-12-03 01:53:55.613 UTC
12310947,2012-09-07 02:30:18.25 UTC
40217262,2016-10-24 11:29:51.057 UTC
27757107,2015-01-03 16:46:42.967 UTC
25754147,2014-09-09 21:54:27.283 UTC
52000278,2018-08-24 08:21:50.503 UTC
20167865,2013-11-23 21:06:29.193 UTC
31702084,2015-07-29 13:37:57.273 UTC
21148161,2014-01-15 21:04:50.017 UTC
49982040,2018-04-23 13:12:53.13 UTC
15934605,2013-04-10 19:22:32.64 UTC
55002432,2019-03-05 12:03:12.313 UTC
13008962,2012-10-22 09:58:30.17 UTC
24995156,2014-07-28 12:21:10.103 UTC
54206098,2019-01-15 20:05:35.37 UTC
30366409,2015-05-21 06:45:08.483 UTC
14971563,2013-02-20 02:57:05.117 UTC
53035539,2018-10-28 19:56:48.897 UTC
8355534,2011-12-02 11:17:50.22 UTC
48548366,2018-01-31 17:44:43.48 UTC
7918830,2011-10-27 16:01:41.907 UTC
19482905,2013-10-20 21:11:55.187 UTC
32468612,2015-09-08 23:12:25.497 UTC
42235976,2017-02-14 20:52:15.863 UTC
37005765,2016-05-03 13:35:33.443 UTC
19802635,2013-11-06 01:53:47.387 UTC
6016992,2011-05-16 11:58:15.817 UTC
21724100,2014-02-12 09:45:47.397 UTC
11467953,2012-07-13 09:42:48.42 UTC
36617083,2016-04-14 08:02:36.677 UTC
6863444,2011-07-28 17:54:32.35 UTC
3655516,2010-09-07 03:16:47.69 UTC
3573312,2010-08-26 08:24:34.51 UTC
26077670,2014-09-27 18:13:06.557 UTC
38348512,2016-07-13 10:04:09.4 UTC
41311212,2016-12-24 07:14:49.933 UTC
20253747,2013-11-27 21:49:53.307 UTC
36361578,2016-04-01 16:42:35.973 UTC
57555405,2019-08-19 10:59:21.7 UTC
8590378,2011-12-21 13:14:27.213 UTC
29652194,2015-04-15 13:54:24.67 UTC
24174575,2014-06-12 00:06:29.337 UTC
21652554,2014-02-08 22:26:24.177 UTC
50823715,2018-06-12 18:37:25.39 UTC
4474816,2010-12-17 21:16:59.093 UTC
38207114,2016-07-05 15:17:56.56 UTC
21801975,2014-02-15 18:44:51.3 UTC
31540927,2015-07-21 13:46:27.79 UTC
47052642,2017-11-01 10:22:04.023 UTC
22965739,2014-04-09 14:29:53 UTC
47814545,2017-12-14 13:29:48.167 UTC
36893442,2016-04-27 14:52:28.947 UTC
29019626,2015-03-12 20:29:21.497 UTC
50735558,2018-06-07 07:42:19.88 UTC
31162043,2015-07-01 12:59:35.857 UTC
52344237,2018-09-15 11:23:29.127 UTC
20994974,2014-01-08 11:57:05.73 UTC
18875071,2013-09-18 14:33:05.227 UTC
55460655,2019-04-01 17:33:26.467 UTC
8379731,2011-12-05 00:23:18.957 UTC
38724863,2016-08-02 15:36:38.43 UTC
56476510,2019-06-06 11:19:20.777 UTC
36132154,2016-03-21 13:20:24.92 UTC
3639086,2010-09-03 19:45:38.287 UTC
15344175,2013-03-11 16:54:54.69 UTC
26485715,2014-10-21 11:35:34.297 UTC
33848431,2015-11-21 20:51:12.037 UTC
52331550,2018-09-14 11:58:57 UTC
32060445,2015-08-17 22:03:57.35 UTC
27495189,2014-12-15 21:40:21.577 UTC
26822354,2014-11-08 21:35:15.093 UTC
51548274,2018-07-26 22:21:41.903 UTC
13065416,2012-10-25 09:21:08.157 UTC
26352051,2014-10-14 03:14:07.22 UTC
54315849,2019-01-22 20:17:31.137 UTC
15730985,2013-03-31 15:25:58.637 UTC
5027595,2011-02-17 10:16:25.217 UTC
2903608,2010-05-25 09:56:14.43 UTC
7728524,2011-10-11 15:27:11.423 UTC
8059180,2011-11-09 01:00:40.12 UTC
24635397,2014-07-08 15:09:20.563 UTC
8239459,2011-11-23 09:00:40.93 UTC
7481442,2011-09-20 07:18:09.49 UTC
47858313,2017-12-17 18:44:52.563 UTC
48687038,2018-02-08 13:47:30.58 UTC
14308797,2013-01-13 22:12:04.763 UTC
41882166,2017-01-26 20:14:59.333 UTC
16490712,2013-05-10 20:56:07.73 UTC
44690180,2017-06-22 04:31:38.107 UTC
25336389,2014-08-16 02:23:39.063 UTC
33412081,2015-10-29 10:45:03.13 UTC
33291829,2015-10-22 22:27:25.137 UTC
24899611,2014-07-22 23:41:59.833 UTC
35075707,2016-01-29 02:09:51.273 UTC
48193785,2018-01-10 18:18:37.703 UTC
32046260,2015-08-17 08:52:53.6 UTC
57491010,2019-08-14 08:34:00.107 UTC
32278162,2015-08-28 19:05:20.94 UTC
11569119,2012-07-19 20:53:00.013 UTC
13962941,2012-12-19 23:27:44.687 UTC
26459264,2014-10-20 05:53:08.04 UTC
16278704,2013-04-29 12:32:06.073 UTC
26721867,2014-11-03 19:44:04.81 UTC
36968896,2016-05-01 16:18:03.667 UTC
55924417,2019-04-30 15:39:11.177 UTC
29236478,2015-03-24 15:21:52.48 UTC
46600491,2017-10-06 07:28:56.527 UTC
12714023,2012-10-03 17:49:43.94 UTC
45010903,2017-07-10 11:30:58.783 UTC
18212902,2013-08-13 15:15:10.053 UTC
6654933,2011-07-11 18:48:55.37 UTC
44316955,2017-06-01 20:56:00.703 UTC
955915,2009-06-05 13:42:13.333 UTC
4838040,2011-01-29 16:43:30.2 UTC
48251630,2018-01-14 16:23:54.103 UTC
26812982,2014-11-08 02:12:50.06 UTC
57375313,2019-08-06 11:44:05.963 UTC
986192,2009-06-12 11:34:26.01 UTC
1364922,2009-09-01 22:16:33.54 UTC
38800564,2016-08-06 04:31:43.817 UTC
57153838,2019-07-22 21:15:17.633 UTC
4732873,2011-01-19 07:43:54.203 UTC
2896641,2010-05-24 11:35:11.077 UTC
53536926,2018-11-29 10:30:56.707 UTC
12387965,2012-09-12 12:15:11.85 UTC
5623205,2011-04-11 14:55:57.743 UTC
11705833,2012-07-29 00:57:25.71 UTC
15995622,2013-04-14 03:57:03.593 UTC
18253432,2013-08-15 13:14:50.783 UTC
57326509,2019-08-02 12:27:56.297 UTC
57513620,2019-08-15 17:21:09.377 UTC
19637614,2013-10-28 14:37:31.803 UTC
43939970,2017-05-12 14:16:25.32 UTC
40862857,2016-11-29 09:59:47.14 UTC
1320725,2009-08-24 06:19:14.153 UTC
43492263,2017-04-19 09:53:57.937 UTC
22449750,2014-03-17 08:35:24.677 UTC
51420059,2018-07-19 10:17:09.583 UTC
48003620,2017-12-28 07:46:11.02 UTC
51238053,2018-07-09 04:00:09.053 UTC
27939804,2015-01-14 09:40:01.273 UTC
56970081,2019-07-10 11:47:17.063 UTC
31132625,2015-06-30 07:54:52.843 UTC
51539989,2018-07-26 13:24:44.383 UTC
53352832,2018-11-17 15:51:53.617 UTC
4535569,2010-12-26 21:55:24.267 UTC
3815862,2010-09-28 18:19:39.947 UTC
49158289,2018-03-07 17:49:45.767 UTC
14480863,2013-01-23 13:27:25.46 UTC
45966229,2017-08-30 17:13:45.4 UTC
28310827,2015-02-03 23:33:53.637 UTC
22158310,2014-03-03 21:56:05.227 UTC
27229385,2014-12-01 13:21:17.087 UTC
40036286,2016-10-14 06:22:43.097 UTC
5770242,2011-04-24 11:28:15.037 UTC
28197706,2015-01-28 16:44:15.333 UTC
10060373,2012-04-08 04:26:47.023 UTC
6128611,2011-05-25 17:47:32.777 UTC
37055708,2016-05-05 16:33:03.793 UTC
15668635,2013-03-27 20:20:43.83 UTC
974947,2009-06-10 11:09:34.807 UTC
3185614,2010-07-06 11:00:31.143 UTC
13851157,2012-12-13 00:37:05.137 UTC
14040458,2012-12-26 12:17:10.003 UTC
21348707,2014-01-25 09:12:26.367 UTC
9310459,2012-02-16 11:26:06.297 UTC
7751373,2011-10-13 08:31:55.177 UTC
27801126,2015-01-06 14:49:34.117 UTC
44455550,2017-06-09 10:33:47.893 UTC
19228650,2013-10-07 15:24:23.39 UTC
41109394,2016-12-12 20:55:51.89 UTC
44481142,2017-06-11 06:49:44 UTC
29460491,2015-04-05 18:04:24.523 UTC
11108822,2012-06-19 20:24:06.317 UTC
10648733,2012-05-18 07:48:23.397 UTC
45687445,2017-08-15 06:20:14.167 UTC
643414,2009-03-13 16:03:40.13 UTC
12151122,2012-08-27 23:56:58.773 UTC
16704051,2013-05-23 01:05:12.677 UTC
6889187,2011-07-31 11:30:40.287 UTC
51208379,2018-07-06 10:28:43.133 UTC
5013792,2011-02-16 07:47:21.49 UTC
9501941,2012-02-29 15:32:12.15 UTC
7667694,2011-10-05 21:02:13.97 UTC
23263039,2014-04-24 07:54:30.543 UTC
22616757,2014-03-24 17:43:32.11 UTC
53491486,2018-11-27 01:27:34.127 UTC
13012451,2012-10-22 13:25:29.457 UTC
28895496,2015-03-06 09:10:45.947 UTC
37990547,2016-06-23 11:38:02.277 UTC
46818474,2017-10-18 20:14:00.317 UTC
35813360,2016-03-05 11:10:55.557 UTC
16070790,2013-04-17 21:44:16.99 UTC
27247120,2014-12-02 10:29:18.033 UTC
11968111,2012-08-15 10:58:45.24 UTC
4456460,2010-12-16 00:45:49.757 UTC
45600038,2017-08-09 20:25:01.933 UTC
42398097,2017-02-22 17:13:56.19 UTC
49753752,2018-04-10 12:31:42.557 UTC
45197948,2017-07-19 18:04:52.037 UTC
8593446,2011-12-21 16:56:25.127 UTC
8800986,2012-01-10 09:30:07.97 UTC
31775475,2015-08-02 18:58:33.613 UTC
24804329,2014-07-17 13:00:30.363 UTC
25251928,2014-08-11 20:33:14.603 UTC
42277230,2017-02-16 14:48:28.22 UTC
49443876,2018-03-23 06:45:51.067 UTC
19360234,2013-10-14 12:26:11.053 UTC
8041153,2011-11-07 18:54:58.767 UTC
17869639,2013-07-25 22:08:11.947 UTC
55040974,2019-03-07 10:03:06.777 UTC
20298947,2013-11-30 10:06:47.057 UTC
42234685,2017-02-14 19:34:30.363 UTC
27690841,2014-12-29 14:36:04.17 UTC
12422211,2012-09-14 09:57:38.347 UTC
55912693,2019-04-30 01:13:09.503 UTC
4186697,2010-11-15 16:44:29.113 UTC
6120214,2011-05-25 06:06:26.98 UTC
30536400,2015-05-29 18:13:37.997 UTC
18289142,2013-08-17 13:02:04.92 UTC
1117401,2009-07-13 01:23:45.93 UTC
56626167,2019-06-17 07:01:36.92 UTC
5511395,2011-04-01 09:16:29.9 UTC
31621732,2015-07-25 00:51:04.017 UTC
21864637,2014-02-18 20:30:38.593 UTC
1907981,2009-12-15 14:54:22.437 UTC
31555281,2015-07-22 06:16:14.543 UTC
6338547,2011-06-14 02:44:50.923 UTC
10731398,2012-05-24 04:59:25.507 UTC
46874030,2017-10-22 12:25:07.523 UTC
36703660,2016-04-18 20:26:59.747 UTC
10110211,2012-04-11 16:38:13.75 UTC
5632117,2011-04-12 08:00:34.233 UTC
19450716,2013-10-18 13:19:22.557 UTC
101337,2008-09-19 12:07:12.673 UTC
40485518,2016-11-08 11:16:58.29 UTC
33979213,2015-11-29 03:49:45.627 UTC
16623188,2013-05-18 10:23:46.817 UTC
37998580,2016-06-23 17:50:52.637 UTC
23041408,2014-04-13 10:08:00.927 UTC
54363826,2019-01-25 10:52:58.243 UTC
10658071,2012-05-18 18:42:30.697 UTC
19242536,2013-10-08 08:17:23.647 UTC
53005140,2018-10-26 09:01:45.663 UTC
13659963,2012-12-01 13:36:21.037 UTC
2951938,2010-06-01 17:34:45.607 UTC
44763055,2017-06-26 15:21:19.163 UTC
26682605,2014-10-31 20:04:38.15 UTC
2512503,2010-03-25 01:00:53.5 UTC
21073254,2014-01-12 09:46:35.293 UTC
44077734,2017-05-19 19:30:45.393 UTC
5723878,2011-04-19 23:19:49.787 UTC
2227225,2010-02-09 06:30:40.313 UTC
6623232,2011-07-08 10:33:17.427 UTC
2828134,2010-05-13 15:40:42.027 UTC
5956178,2011-05-10 20:39:08.47 UTC
32962791,2015-10-06 06:03:27.06 UTC
108838,2008-09-20 17:40:47.963 UTC
16193348,2013-04-24 13:30:46.623 UTC
33285018,2015-10-22 15:38:44.487 UTC
17579566,2013-07-10 19:43:51.643 UTC
17011848,2013-06-09 16:45:24.36 UTC
12945044,2012-10-17 23:37:16.79 UTC
32813430,2015-09-27 22:17:47.81 UTC
36086348,2016-03-18 13:59:14.197 UTC
29822370,2015-04-23 11:40:37.243 UTC
18367692,2013-08-21 21:05:28.817 UTC
26904442,2014-11-13 08:34:08.463 UTC
44087753,2017-05-20 15:35:59.86 UTC
13032810,2012-10-23 14:31:13.877 UTC
45186619,2017-07-19 09:37:02.34 UTC
44056038,2017-05-18 19:09:39.967 UTC
25681040,2014-09-05 07:53:16.747 UTC
4159827,2010-11-11 22:19:24.017 UTC
10639904,2012-05-17 16:44:00.737 UTC
15227341,2013-03-05 15:14:44.577 UTC
20064081,2013-11-19 05:44:47.39 UTC
13918207,2012-12-17 16:40:55.52 UTC
53760266,2018-12-13 10:55:45.377 UTC
1037813,2009-06-24 11:36:15.45 UTC
655137,2009-03-17 17:01:27.27 UTC
41652868,2017-01-14 17:27:28.183 UTC
9448060,2012-02-25 21:05:22.687 UTC
28198379,2015-01-28 17:17:35.997 UTC
18175115,2013-08-11 18:15:17.613 UTC
25333348,2014-08-15 20:00:17.357 UTC
40820396,2016-11-26 16:21:44.663 UTC
39752598,2016-09-28 16:07:50.947 UTC
4007736,2010-10-24 09:46:38.913 UTC
7275944,2011-09-01 20:12:17.777 UTC
4060364,2010-10-30 19:42:39.34 UTC
34391306,2015-12-21 08:08:42.707 UTC
21074754,2014-01-12 12:45:09.63 UTC
43160671,2017-04-01 18:44:50.83 UTC
3190289,2010-07-06 21:14:46.99 UTC
32304093,2015-08-31 04:38:58.527 UTC
21956062,2014-02-22 15:06:27.71 UTC
29003736,2015-03-12 07:06:34.867 UTC
18918739,2013-09-20 14:04:33.033 UTC
15470457,2013-03-18 05:48:06.367 UTC
14349787,2013-01-16 00:59:17.703 UTC
36664296,2016-04-16 12:39:35.203 UTC
11531741,2012-07-17 22:28:35.067 UTC
15490903,2013-03-19 03:17:17.973 UTC
53127530,2018-11-03 01:10:07.633 UTC
10630099,2012-05-17 05:04:23.493 UTC
39455937,2016-09-12 17:48:15.82 UTC
55940910,2019-05-01 18:30:39.61 UTC
34835332,2016-01-17 05:11:12.137 UTC
120977,2008-09-23 13:27:01.073 UTC
22574199,2014-03-22 06:20:23.647 UTC
938978,2009-06-02 11:21:44.423 UTC
34489604,2015-12-28 07:50:01.18 UTC
21090312,2014-01-11 07:21:32.583 UTC
6208537,2011-06-01 22:35:37.347 UTC
9081603,2012-01-31 14:53:06.24 UTC
3387785,2010-08-02 12:32:50.453 UTC
50324110,2018-05-14 06:20:41.06 UTC
5719167,2011-04-19 15:54:39.603 UTC
41588269,2017-01-11 10:24:49.363 UTC
12908825,2012-10-16 06:36:21.463 UTC
39637388,2016-09-22 11:09:26.583 UTC
4390863,2010-12-08 18:21:40.513 UTC
29706904,2015-04-17 18:32:52.58 UTC
34479550,2015-12-27 10:29:31.403 UTC
5617595,2011-04-11 06:34:37.597 UTC
7821678,2011-10-19 13:00:02.603 UTC
5170442,2011-03-02 16:29:39.957 UTC
3403488,2010-08-04 07:38:13.96 UTC
14362830,2013-01-16 16:16:15.207 UTC
16405608,2013-05-06 19:16:18.14 UTC
19844641,2013-11-07 19:14:04.87 UTC
17139446,2013-06-17 01:51:24.72 UTC
15414246,2013-03-14 16:02:32.013 UTC
55394176,2019-03-28 09:30:33.173 UTC
17582412,2013-07-10 23:03:03.207 UTC
40743645,2016-11-22 13:52:17.237 UTC
11392360,2012-07-09 09:30:05.787 UTC
55940263,2019-05-01 17:37:05.627 UTC
23330241,2014-04-27 23:20:08.217 UTC
10909859,2012-06-06 07:24:20.483 UTC
7475030,2011-09-19 17:43:37.31 UTC
35219503,2016-02-05 08:30:44.547 UTC
4029324,2010-10-27 01:29:56.333 UTC
32300533,2015-08-30 19:54:36.36 UTC
7962145,2011-11-01 03:26:21.543 UTC
4415782,2010-12-11 07:51:53.107 UTC
23453805,2014-05-04 07:39:27.93 UTC
43542324,2017-04-21 12:07:26.98 UTC
28502697,2015-02-13 15:16:01.297 UTC
1769015,2009-11-20 08:18:40.56 UTC
52717076,2018-10-09 08:57:53.963 UTC
53975135,2018-12-30 03:48:11.693 UTC
56826021,2019-06-30 15:24:53.917 UTC
14558057,2013-01-28 08:22:02.413 UTC
34935913,2016-01-21 22:52:45.627 UTC
10471217,2012-05-06 14:18:07.213 UTC
12319020,2012-09-07 13:25:01.713 UTC
54126563,2019-01-10 10:24:36.437 UTC
2457708,2010-03-16 20:06:38.577 UTC
3324926,2010-07-24 11:35:08.24 UTC
14804494,2013-02-11 00:55:11.267 UTC
7137795,2011-08-21 10:50:52.197 UTC
14203566,2013-01-07 20:32:05.613 UTC
20394137,2013-12-05 07:39:35.207 UTC
56931299,2019-07-08 08:47:06.393 UTC
44444618,2017-06-08 20:03:27.33 UTC
10051716,2012-04-07 04:21:37.403 UTC
43676520,2017-04-28 09:18:17.123 UTC
47625227,2017-12-04 01:22:49.427 UTC
6809679,2011-07-24 20:55:59.373 UTC
4038811,2010-10-28 00:32:55.387 UTC
24024702,2014-06-03 20:51:40.343 UTC
56386992,2019-05-30 23:48:23.123 UTC
38422947,2016-07-17 15:37:12.963 UTC
54930650,2019-02-28 16:55:38.023 UTC
43532662,2017-04-21 01:56:25.437 UTC
17315118,2013-06-26 08:28:45.037 UTC
56868095,2019-07-03 10:30:39.85 UTC
6085496,2011-05-22 01:35:21.063 UTC
14232958,2013-01-09 10:19:34.333 UTC
15413647,2013-03-14 15:37:27.6 UTC
8934389,2012-01-19 22:35:06.28 UTC
17332593,2013-06-27 00:20:10.38 UTC
6729954,2011-07-18 07:44:59.193 UTC
13070239,2012-10-25 13:57:51.31 UTC
3503024,2010-08-17 13:41:22.887 UTC
25698105,2014-09-06 07:46:22.963 UTC
14422414,2013-01-20 07:01:46.307 UTC
44181237,2017-05-25 12:59:39.09 UTC
45549589,2017-08-07 14:39:16.053 UTC
11120280,2012-06-20 13:07:20.193 UTC
5824202,2011-04-28 19:56:03.92 UTC
44290122,2017-05-31 16:28:50.497 UTC
427598,2009-01-09 10:17:05.92 UTC
39037481,2016-08-19 11:05:45.497 UTC
1234829,2009-08-05 18:11:07.13 UTC
52054511,2018-08-28 09:28:38.597 UTC
1378902,2009-09-04 12:22:51.487 UTC
38135068,2016-07-01 00:01:35.267 UTC
14605544,2013-01-30 13:45:44.417 UTC
13861612,2012-12-13 14:10:30.893 UTC
3281636,2010-07-19 13:50:57.397 UTC
14123772,2013-01-02 14:26:51.4 UTC
46747785,2017-10-14 18:08:41.163 UTC
14200808,2013-01-07 17:18:25.067 UTC
1459080,2009-09-22 09:36:21.04 UTC
57313946,2019-08-01 17:11:16.193 UTC
5547425,2011-04-05 05:05:25.233 UTC
4613009,2011-01-06 08:19:16.193 UTC
40423345,2016-11-04 13:00:06.627 UTC
51720018,2018-08-07 06:17:59.24 UTC
53632454,2018-12-05 12:33:35.063 UTC
26824043,2014-11-09 01:38:57.653 UTC
47125883,2017-11-05 19:46:09.027 UTC
3849982,2010-10-03 13:45:03.177 UTC
8139348,2011-11-15 16:06:14.4 UTC
28843390,2015-03-03 22:37:55.113 UTC
3599634,2010-08-30 10:43:36.197 UTC
824055,2009-05-05 09:23:54.623 UTC
14214265,2013-01-08 11:46:59.223 UTC
660335,2009-03-18 22:23:20.367 UTC
40048821,2016-10-14 17:25:53.643 UTC
35421855,2016-02-16 00:58:52.93 UTC
6750815,2011-07-19 16:44:30.73 UTC
30781010,2015-06-11 12:37:35.033 UTC
32595529,2015-09-15 21:00:03.787 UTC
48127179,2018-01-06 12:06:54.763 UTC
20961522,2014-01-06 23:54:38.683 UTC
21830965,2014-02-17 13:57:13.723 UTC
12337533,2012-09-09 08:16:44.06 UTC
28936107,2015-03-09 06:10:49.747 UTC
50691183,2018-06-05 02:30:15.573 UTC
6148415,2011-05-27 06:02:12.89 UTC
45750463,2017-08-18 07:04:17.03 UTC
37233740,2016-05-15 01:54:03.28 UTC
25613552,2014-09-01 22:24:22.787 UTC
9563742,2012-03-05 08:41:23.047 UTC
1293741,2009-08-18 13:12:48.72 UTC
43692234,2017-04-29 05:45:59.31 UTC
17707773,2013-07-17 18:44:59.783 UTC
13687481,2012-12-03 16:25:53.147 UTC
57186068,2019-07-24 15:08:33.517 UTC
40160093,2016-10-20 16:46:03.297 UTC
10969497,2012-06-10 14:28:34.673 UTC
