postid,tags,title,question,answers,words,creation_date,Related
24753049,c# file-upload google-drive-api oauth-2.0 windows-forms-designer,upload file googl drive window form c,basic idea ・・・・the program follow user enter email account password googl drive select file click upload button done,yes embed browser handl authent use oauth client need enter credenti googl login page previou answer publish googl doc .net? indic .net librari havent tri help,oauth|signing|password|authentication|credential|login,2014-07-15 08:10:15.943 UTC,Yes
47551111,ansible automation python,ansibl local python script paramet,want want run playbook playbook run local ansibl server python script paramet secret encrypt visibl i.e ps -aufx password vault-fil mayb decrypt python script? hostnam specifi host hostgroupnot script run everi host playbook run hostgroup anoth note python script best execut virtual_env environ urllib3 instal accomplish,creat virtual environ virtualenv env_nam sourc dir/bin/activ assum want someth python some_script.pi param1 param2 pass fetch paramet python script need sys getpass python accept password command line verifi urllib3 present venv pip modul http://docs.ansible.com/ansible/latest/pip_module.html think need pass host/hostgroup var command line playbook suggest no_log task hide paramet output guess still show ps though creat templat scriptname.py.j2 add {{ my_encrypted_password }} need creat tmp scriptname.pi execut remov tmp file show ps tmp .py file last suggest put .py scipt encrypt ansible-vault,scripting|encrypt|crypt|password,2017-11-29 10:56:26.62 UTC,Yes
9940458,codeigniter php security,prevent user coy file websit,imag pdf file server websiteth path imag everi imag associ pdf resid imag pdf imag /import/folder/pdffile.pdf imag sourc visibl user one view sourc page copi imag sourc past url base url let suppos base url localhost.com one manual write localhost.com/import/folder/image.jpg access whole imag pdf file even whole file system prevent user access file structur ? use php codeignit thank advanc,.htaccess prevent direct access imag imag vissibl websit depend server capac big file follow stream - jpeg pdf file use call data-proxi - php script read file content stream back browser care correct content type similar stoni propos although left readfil part obfusc file make filenam someth md5$filename.$salt remov file extens file differ folder /imag /pdf need extens stream read content file place outsid access web space think need open_base_dir thu one except abl access .htacc restrict access file describ answer employ session script log user stream encrypt file - encrypt whole content file even someon file content encrypt decrypt stream employ secur encrypt algorithm quit secur howev depend file size server capac larg extent suppos encrypt whole file problem larg one make pdf password protect although realli secur easili remov make basic user run wall. server side autom script access whole imag pdf file web work even whole file system whole cours file put public access folder prevent user access file structur access file structur public folder prevent user access public folder site stop work ask certain question file want secur put .htaccess file place localhost.com/import/folder/ higher document tree disabl access file structur localhost.com/import/fold prevent user access file someth differ stoni suggest stream file use php edit saw comment peopl guess url imag store imag encrypt filenam someth md5 hash filenam uploadtim combin store encrypt name databas table. case difficult prevent peopl download imag /import/folder/ public folder webspac save path .htaccess pdf file deliv pdf file php script check user right download file wheather file exist return pdf application/pdf output peopl download file case save pdf edit put .htaccess folder,security|scripting|obfuscate|md5|salt|encrypt|crypt|password|protect|hash,2012-03-30 09:37:16.703 UTC,Yes
20185295,asp.net vb.net wcf,wcf authent - transportcredentialonli aspnet membership,feel close newbi wcf figur work tri search find exampl use aspnet membership without use messag level secur tri authent http android wcf servic work fine chang clientcredentialtyp none basic authent via usernam password try updat proxi run slsvcutil.ex give follow error authent scheme configur host integratedwindowsauthent anonym allow configur bind basichttpbind basic pleas ensur securitymod transport transportcredentialonli addit resolv chang authent scheme applic iis manag tool servicehost.authentication.authenticationschem properti applic configur file element updat clientcredentialtyp properti bind adjust authenticationschem properti httptransportbindingel web.config servic thank help give put code servic run valid check? realli understand work never call rather default one custom one sure simpl exampl find search custom valid call automatically? even need want default,use iis? need instal enabl basic authent iis instal turn window compon enabl basicauthent iis enabl http://technet.microsoft.com/en-us/library/cc772009v=ws.10.aspx howev even enabl basic auth membership provid custom valid messag base secur clientcredentialtyp usernam pure transport base secur mode transportcredentialonli transport work refer - go authent section work wshttpbind anoth possibl wshttpbind basichttpbind,authentication|transport|credential|security|username|password|integrity|validate,2013-11-25 05:22:29.9 UTC,Yes
47529493,class python python-3.x tkinter,call class inherit anoth class - python 3,troubl wrote two class first main gui softwar second login login window need write small valid function wrote need valid function call main gui class inherit know code poor need help pleas,think idea wrong need inherit make sens look two separ window two way first creat login main window login/password destroy login yo main window creat maingui main window use login/password paramet maingui second creat maingui main window hide creat login child/subwindow/dialog main window use login/password put maingui login` parent destroy login yo still maingui main window maingui unhid situat need inherit first version look initialis method main_gui class quit right need chang someth follow see chang made? pass function first argument pass without allow assign valu bodi code hope trick,login|validate|password|signing,2017-11-28 10:41:19.22 UTC,Yes
18118824,javascript passwords random security,javascript gener random password specif number letter,want gener password web page client side javascript password letter number perhap symbol gener password javascript secur,"fiddl http://jsfiddle.net/bp57b/ dont want huge passwords,just sinc password need unpredict need gener well seed crypto prng usual secur modern browser least current version firefox chrome support gener secur random valu presto base opera support secur sinc opera die fallback necessari anymor http://jsfiddle.net/ebbpa",scripting|password|security|crypt,2013-08-08 05:54:45.66 UTC,Yes
51479000,google-api java security spring-security-oauth2,secur flaw firebas,bear wrong secur expert believ read oauth 2 prevent suggest prevent events? believ leav json use valid credenti googl admin sdk server-sid project possibl secur flaw known flaw system improv secur system use them? use firebase-authent identifi user server use admin sdk,firebas admin sdk full administr access firebas project thu use trust server control use credenti authent googl server commun admin sdk googl server goe encrypt connect intercept unless decrypt proxi hand ssl certif,security|oauth|validate|credential|authentication|trust|encrypt|crypt|ssl|certificate,2018-07-23 12:37:22.513 UTC,Yes
32466454,azure hortonworks-data-platform networking powershell security,virtual network secur group azur - open port,set hortonwork data platform cluster azur azur machin cluster public virtual ip vip address uniqu intern ip address vm cluster want open port ad end point virut machin azur manag portal ad port 8080 vm end point configur access success abl access servic run 8080 web browser servic run node cluster exampl data node case hadoop configur behind public virtual ip learnt need creat network secur group use azur blog refer follow step command execut powershel open port 50070 creat secur group ad rule secur group open port 50070 associ nsg vm powershel finish execut see success messag howev try access port 50070 web portal see webpag avail error messag sure miss someth someth addit need done.i great give help suggestions/point solv issu je,,security|virus|availability,2015-09-08 20:12:33.333 UTC,Yes
23966349,postgresql proxy shell ssh ssh-tunnel,connect databas ssh tunnel,product databas access product applic server abl login product app server psql db setup ssh tunnel allow access product db work box ideal singl command run workbox tunnel/proxi product app server come doesnt work report ip address incorrect,connect tunnel endpoint hostnam local host sinc forward port expos btw pgadmin-iii provid ssh tunnel autom hand big gui app without handi pretti trivial write bash script fire ssh tunnel store pid ssh process launch psql let want exit kill ssh tunnel want kill tunnel unclean exit,ssh|tunnelling|login|scripting,2014-05-31 04:22:08.59 UTC,Yes
38320810,amazon-cognito amazon-web-services ios swift,switch login screen startpasswordauthent deleg ios/swift cognito user pool base login,translat obj-c code cognitoyouruserpoolssampl swift aws-ios-sdk-2.4.5 user pool app includ correct ids project howev run app startpasswordauthent deleg method never get call unabl figur includ code appdelegate.appl method anyon give pointer fix/debug help abl run obj-c sampl project local startpasswordauthent delet method call,know right think forget migrat pool ident pool,login|password|authentication|delegation|forge,2016-07-12 05:41:30.603 UTC,Yes
48242812,google-api google-sheets-api javascript jwt node.js,googl sheet jwt client servic account,pull hair ! help !!updat use v1.0.0 google-auth-librari v24.0.0 googleapi ..... code omit clariti keep get json valid configur option pleas data instead librari use axio request pleas see https://github.com/axios/axio learn valid request option object.valid /user_code/node_modules/google-auth-library/build/src/options.js:32:19 defaulttransporter.request /user_code/node_modules/google-auth-library/build/src/transporters.js:49:23 jwt /user_code/node_modules/google-auth-library/build/src/auth/oauth2client.js:427:63 step /user_code/node_modules/google-auth-library/build/src/auth/oauth2client.js:57:23 object.next /user_code/node_modules/google-auth-library/build/src/auth/oauth2client.js:38:53 fulfil /user_code/node_modules/google-auth-library/build/src/auth/oauth2client.js:29:58 process._tickdomaincallback internal/process/next_tick.js:135:7,solv follow https://www.npmjs.com/package/googleapi use,scripting|validate|transport|oauth,2018-01-13 18:08:10.793 UTC,Yes
47314994,java spring spring-mvc spring-security weblogic,weblog 12c spring mvc error 403,face problem spring mvc / spring secur project tri run weblog 12c project creat use tomcat wl alway error 403 http.../project/ 404 try open work normal url http.../project/users/ project work spring mvc 4.3.0.releas spring secur 4.1.1.releas thymeleaf 3.0.1.releas web.xml file contain weblogic.xml whole spring configur made use java xml file tri differ option found forum find solut,solv way.for class use initi applic secur implement webapplicationiniti specif case anoth issu jndi solv line weblogic.xml param annot data sourc jpa class,security,2017-11-15 18:44:19.013 UTC,Yes
25434761,c# rsa windows-phone-8,unabl exist key rsa cryptoservic provid class,need rsa encrypt wp8 app send server troubl face know public key server need encrypt data app side use key far infer post rsacryptoservic provid class support key anoth sourceam wrong? class scenario? done use third parti librari only? tri follow function still wrong here? call function anoth page error valu cannot null.paramet name messageboxtext think problem pass expon know,,rsa|crypt|encrypt|public key,2014-08-21 19:49:43.67 UTC,Yes
33917207,java oauth spring,oauth2 invalid access token,"web applic implement oauth2 spring secur mobil version web applic access protect resourc web applic access token url give access token ,refresh token token_typ expires_in method want android access url access token give access protect resourc call url give follow error class protect",,oauth|validate|security|protect,2015-11-25 13:01:23.527 UTC,Yes
46726192,java security ssl,javax.net.ssl.sslexcept invalid pad length 190,use jre 1.7 build 101 applic use ssl commun applic anoth network devic network devic act ssl server applic connect ssl client use http commun server enabl tlsv1 use ssl commun debug enabl cipher suit use communication.ciph suit tls_ecdhe_rsa_with_aes_128_cbc_sha test connect work fine read huge amount line network devic get except javax.net.ssl.sslexcept invalid pad length 190 one face issue?? suggest debug issue.each time invalid pad length 190 valu differ,,security|ssl|validate|tls|cipher|rsa|aes|cbc|sha,2017-10-13 09:01:18.03 UTC,Yes
41992424,clojure java sandbox security,clojail throw secur except clojur,use clojail librari sandbox behav expect code line throw securityexcept return printwritererrprintwrit object,turn pass class object macro work think behaviour kinda odd get secur except macro somehow prevent clojail throw secur except,sandbox|security,2017-02-02 00:38:30.453 UTC,Yes
16289025,.net encryption java password-encryption php,recommend cross-languag secur encrypt,work hope degre project sinc one lame degre anyway soap server php server hope java applic android app mayb mayb .net applic problem probabl guess clueless come encrypt go encrypt almost everyth password data base encrypt matter know md5 neat secur even websit php function decrypt heart beat sha1 reason mention two research lead possibl simpli differ languag look possibl easili deploy encrypt process languag go recommend encrypt method that? done research found ad thing encrypt string good salt thank guy mention salt techniqu answer along techniqu slight idea encrypt function replac md5 sha1 java php thank much,better security.stackexchange.com cryptographi realli field anyon tell perfect everyth need lot research howev suggest bcrypt hash password sha-1 probabl fine well bcrypt slower algorithm good password protect take longer brute forc definit salt password hash avail librari languag obvious need http well otherwis user transmit password clear,encrypt|crypt|password|security|md5|sha|salt|hash|protect|availability,2013-04-29 22:05:15.38 UTC,Yes
8568022,asp.net-mvc asp.net-mvc-3 c# redirect unauthorized,asp.net mvc - condit unauthor redirect,mvc3 app provid three way user log email + alia openid provid usernam + password first two visitor without account allow comment/vot thing last author admin db user account elev privileg thu two log form - one visitor one full user unauthenticated/unauthor attempt access resourc redirect login page standard question condit redirect request appropriate? resourc requir author/admin privileg full user log form resourc requir visitor privileg visitor log form? handl avoid redirect case ajax partial view call? instanc emb comment partial view entri view unauthent redirect simpli emb visitor log updat want maintain 2 atuhor attribut,1- inherint custom implement rout desir unauthor page see select awnser question redirect unauthor control asp.net mvc 2- load partial ajax call ie make sure action call properli decor custom otherwis need logic razor view check user authent someth along line login partial show desir login view updat implement 2 differ attribut one scenario one depend scenario decor control action,authorise|openid|username|password|user account|privilege|authentication|login,2011-12-19 21:49:54.207 UTC,Yes
1497481,javascript,javascript password gener,best approach creat 8 charact random password contain ? absolut secur issu mere prototyp want data look realist think produc ascii code convert charact suggest,simpli smart code simpli call gener key contain one special charact !@#$+-*&amp;_ secur possibl result wjguk$ey gav7#ff7 ty_t55dd ytrqmwvezqyyyko_ detail exampl websit https://www.bxnxg.com/minituto-01-generer-mots-de-passes-secures-facilements-en-javascript/ free configur javascript class gener random password javascript random password gener exampl password consist lower case + upper case + number 8 charact long password consist lower case + upper case + number 20 charact long password consist lower case + upper case + number + symbol 20 charact long number output password charact e.g trick replac altern extend charact list add e.g add 10 charact write chang add 10 62 function provid option min special char min upper char min lower char min number anoth approach base stephan hoyer solut result quickest easiest know idea cast random number rang 0..1 base36 string lowercas a-z plu 0-9 remov lead zero decim point pleas note password pseudo-gener form vulner howev say good enough normal use-cas furthermor theoret length password guarante 16 charact maximum 0 charact minimum run loop 1 million time averag length 15.67 charact minimum length 5 howev join two password togeth maximum length 32 charact averag length 31.33 char minimum length 20 person chrome browser bookmark bar speedili gener password solut found look sourc page see implement exampl well https://www.404it.no/en/blog/javascript_random_password_gener javascript random password generatorpublish januari 6th 2015updat januari 18th 2015author per kristian haakonsen randomli assign alpha numer cap special per charact valid password contain randomli assign new charact miss element random exist charact recurs valid password form produc realist password charact fine requir lodash es7 without lodash gumbo solut work one though function gener 8-charact crypto-random password retriev 6 crypto-random 8-bit integ encod base64 sinc result base64 charact gener password consist - - - probabl someth extend length charset pass paramet even shorter function lodash >= 4.0 place eleg gener littl robust password pass password strength test eg,scripting|password|security|vulnerability|authorise|signing|validate|crypt|encode,2009-09-30 11:12:30.21 UTC,Yes
60266782,c# asp.net azure active-directory single-sign-on,creat logout url azur activ directori sso need suggest,"work sso project creat saml auth request login redirect microsoft page authent azur activ directori work fine ,i attach code prepar saml request login .now prepar code logout azur activ directori ,can anyon help prepar azur activ directori logout url similar login chang need done url request .for login url need samlrequest queri string paramet ,for logout url look",none,single-sign-on|sso|saml|login|authentication,17/02/2020 16:33,Yes
7602209,java javascript spring-mvc,unobstrus javascript forgot password link,spring form use log websit simpl spring form usernam password field submit button forgot password link next submit button use href=javascript:jump function work perfectli browser javascript enabl howev want browser javascript disabl well unobstrus js help realli appreci,assum reason submit form user email address abl dynam without javascript simpli chang href link pwdselfresetstep1.mobi instead attach jump event link,scripting|forge|password|username,2011-09-29 19:10:04.7 UTC,Yes
45324459,php,php login script read two row databas record,php login script read two row databas user record allow first two user databas login deni rest code,db schema allow non-uniqu usernam code potenti return two row usernam password duplic stop work serv better never put $_post valu directli databas queri alway sanit first remov charact affect queri import habit usernam password tabl uniqu better mysqli put code,login|scripting|username|password|sanitise,2017-07-26 10:34:34.66 UTC,Yes
49979123,java spring spring-boot spring-mvc spring-security,spring secur check user login use attribut session,spring boot api applic requir user login order consum api login step api say /api/login publicli access user call api authent http session creat name user_profil object contain user info store session want integr spring secur api /api/login spring secur automat check session user_profil exist session 403 error return tradit without spring secur creat web filter path /api/* filter check session sure logic use spring boot secur best,,security|login|authentication|integrity,2018-04-23 10:42:19.687 UTC,Yes
6241571,android iphone java security windows-mobile,sign algorithm work android java iphon window mobil,anyon know sign algorithm work platform server gener rsa public privat key java program client applic mobil phone need decod messag server sign use privat key public key store devic valu work android java howev sure work platform,incorrectli understand asymmetr cryptographi encrypt messag server public key client privat key client abl decrypt message.what done rsa privat key call sign .in case need encrypt one hard-cod key symmetr cryptographi instanc aes one point standardis cryptograph algorithm interoper matter code use implement thu exampl rsa-encrypt messag creat server written java decrypt .net client think webserv commun browser use http - restrict languag write server/webbrows window mobil bounci castl crypto api implement avail compact framework iphon objective-c code refer found stackoverflow question,security|signing|rsa|private key|decode|public key|crypt|encrypt|aes|availability,2011-06-05 07:35:40.083 UTC,Yes
53516671,assets installation ios security swift,one time instal asset ios,order build secur app want implement ssl pin via order work pre-arrang certif compil within applic therefor attack revers engin app possibl chang certif one solut encrypt certif data one secur store key decrypt certif data bootstrap problem compil app sort instal file avail someth provid enough security? obfusc alreadi occur specif look one time secur file someth alik setup system upon instal,,asset|security|ssl|certificate|attack|encrypt|crypt|availability|obfuscate,2018-11-28 09:56:57.59 UTC,Yes
44204679,linux private-key ssh ssh-keys ssh-tunnel,happen privat key ssh machin c ssh tunnel b->a,doubt happen privat key current setup setup 3 machin b c c public ips b public ip want access machin machin c &lt;-- b &lt;-- c revers tunnel connect &lt;== b done run machin tunnel ssh machin b machin use note user_a_private_key machin b tunnel ssh machin c machin use question want know happen user_a_private_key last case ssh c use tunnel &lt;== b i.e ssh machin c access machin machin b machin c server safe machin b sort jump box safe want know privat key secur reason key clear text ever leav machin c? user_a_private_key safe approach? approach safe and/or recommended? note ssh server machin b allow tcp forward use gatewayport clientspecifi,ssh privat key never leav client machin server get signatur public key prove possess privat key,ssh|tunnelling|private key|safe|security|signature|public key,2017-05-26 14:58:36.353 UTC,Yes
30011090,php security,suppress $_get global variabl danger switch statement,code see danger page variabl navig someth anyon think attack hit caus problem? realli concern reason write avoid feel sloppi clean code need know there big reason check see someth first use suppress warn one anyway sorri grammar 3rd grade english teacher major issu,consid use earli return continu page sinc agre dagon approach seem sloppi one right see vulner code answer focus statement check $_get[ page ] sloppi gener consid alway valid input use i.e ctype function,security|danger|attack|vulnerability|validate,2015-05-03 06:53:12.6 UTC,Yes
34381014,ios nsapptransportsecurity objective-c,initwithcontentsofurl nil even nsapptransportsecur nsallowsarbitraryload,line code give nsdata object nil content look use rather xcode give url browser give valid json test plist howev still get nsdata object nil content help work requir tri set suggest els try? ==== updat give consol,,transport|security|validate,2015-12-20 12:29:49.347 UTC,Yes
6995789,authentication authorization php soap,soap author,web servic tri consum wsdl file http://dgpysws.teias.gov.tr/dgpys/services/evdservis?wsdl tri consum setikilianlasma servic howev access servic requir authent credenti make soap call login servic authent credenti expect call setikilianlasma servic author error method combin author suppli login call main servic need consume? program languag usign php nativ soapclient function http://www.php.net/manual/en/class.soapclient.php,exampl use soapclient php authent - need adapt wsdl use -> need sessionid / session code sent login respons - mayb header - specif wsdl try authent call soap client url http://username:password@domain.com,authentication|authorise|credential|login|signing|username|password,2011-08-09 11:55:56.707 UTC,Yes
2208810,c#-3.0 wcf web-services,error call secur web servic c,connect secur webservic pass credenti call servicebut get follow error messag call servic error discov process &lt wsse:secur > header use basichttpbind secur mode transport endpoint address point secur site url sure get error messag miss someth,use basichttpbind pass credenti believ must someth effect allow messag flow via ssl secur transport plain credenti,security|credential|transport|ssl,2010-02-05 16:54:08.257 UTC,Yes
57768853,.net authentication c# jwt token,get 401 tri valid token,bearer token need valid api validatetoken endpoint endpoint aspect json swagger try success endpoint use url http://10.212.226.31:5022/api/v1/validatetoken need valid code 401 unauthor respons object 401 wrong? thing json?how hand right stuff endpoint? addit work remot virtual machin costum allow instal softwar fiddler co avail tri work,need authent self endpoint add token header work thank everybodi,authentication|validate|authorise|availability,3/09/2019 9:31,Yes
56738982,c# httpwebrequest json md5,c# httpwebrequest - resolv request client add md5 hash x-originalhash http header,need send json data receiv respons to/from web server commun webserv give respons json correct one moment give follow error messag hash inform match messag signatur messag document sent owner webserv say follow ===================================== repositori system verifi messag checksum ensur data tamper part whole repositori system messag hash valid shall accept integr check ensur messag make traffic cannot alter transit within part repositori system neither messag ad remov sequenc without detect client add md5 hash x-originalhash http header structur ad messag messag header | x-originalhash | 1234567890abcdefghijklmnopqrstuvwxyz | | content-typ | application/json | | author | &lt token > | ===================================== say add md5 hash http header can・・t fiind solut code follow ========================================================== ========================================================== data sent requesttextbox.text exampl {id1 eo144ib3002 id2 facilib,,md5|hash|signature|checksum|tampering|validate|integrity|authorise,2019-06-24 14:42:53.7 UTC,Yes
9548807,authentication java ssl ssl-certificate,sslhandshakeexcept cipher suit common,follow instruct recreat certif previous incorrectli creat someth chang see server client instead error question server classfileserver.java respect client sslsocketclientwithclientauth.java tip get two end play nice note use localhost assum cipher capabl updat step use gener file confus key truststor server follow guid client-sid guid anoth medium debug exceed bodi limit site client debug error http://pastebin.com/mhcmeqak server debug error http://pastebin.com/yzbh7h8f,altern pass truststor jvm argument one add truststor sslcontext creat sslsocketfactori follow snippet note client socket client well server authent want disabl client authent pass first argument initi two caus server privat key certif possibl keystor case insecur anonym cipher suit disabl default stay cipher suit agre client excess restrict cipher suit impos client server agreement keystor truststor look ok except four import step need two need import server certif server truststor client certif client truststor need server client need use self-sign certif simpl solut ca-sign certif trust default truststor ship java got error set ssl cassandra cluster problem turn document version 2.0 describ gener key keytool -genkey -alia -keystor .keystor omit specif rsa algorithm see v1.2 doc keytool -genkey -alia -keyalg rsa -keystor .keystor,authentication|ssl|certificate|cipher|trust|private key|insecure|signing|rsa,2012-03-03 18:45:19.447 UTC,Yes
38063843,database hash java oracle security,hash user password web-serv applic database? pros&con,tri creat websit function regist user oracl databas javaee+tomcat server application.i read differ techniqu recommend hash password salt uniqu salt per user.i discov tool java oracl 1 oracl https://oracle-base.com/articles/9i/storing-passwords-in-the-database-9i 2 java http://howtodoinjava.com/security/how-to-generate-secure-password-hash-md5-sha-pbkdf2-bcrypt-examples/ solv problem two way 1 hash password web applic send databas hash-valu via jdbc connect 2 send password plain text databas perform hash insid use oracl dbms_crypto packag alreadi tri search topic found question client-sid hash javascript vs server-sid hash without accent databas vs web-appl part mayb exact answer tell please:what advantag disadvantag solut have? problem face use first second one,http connect send password enter registr hash detail follow password save db login hash password compar hash valu db hash encrypt password iter hmac random salt 100m durat salt need save hash function password_hash pbkdf2 bcrypt similar function point make attack spend lot time find password brute forc depend hash method either salt iter version save hash password need done code see owasp open web applic secur project password storag cheat sheet see secur hash password theori secur stackexchang,hash|security|password|salt|md5|sha|pbkdf2|crypt|scripting|login|encrypt|hmac|attack|owasp,2016-06-27 21:53:33.263 UTC,Yes
41083927,ansible ssh,ansibl - establish initi ssh connect,"tri copi ssh public key newli creat vm get error fatal [jenkins] unreachable! => {chang fals msg fail connect host via ssh permiss deni publickey,gssapi-keyex,gssapi-with-mic,password.\r\n unreach true} establish ssh need first establish ssh? establish ssh newli creat kvm automat without manual key copi",assum target machin allow root-login password error messag seem must provid credenti playbook someth tri work issu prompt ssh password target server add chang /etc/ansible/host file exampl,ssh|public key|password|login|credential,2016-12-11 07:24:42.33 UTC,Yes
59496963,.htaccess mod-rewrite mod-security php,.htaccess rewrit behav differ base form content,post transact x form field submit .htaccess ensur http www redirect chang post previous mention data chang pretti much anyth redirect post fine look act test 2 word forward post transact associ post data seem realli odd content form affect behavior rewrit idea welcom thanks! edit per accept answer host run mod-secur guard sql inject attack ask turn decid leav check $_server[ redirect-statu ] 403 order respond appropri messag code test invok /test uri form test show $_post data relev portion $_server test 1 x test 2 havng x test 2 notic misspel havng work work htaccess code,host block think sql inject attack server need talk host want allow,security|sql injection|attack,27/12/2019 6:37,Yes
36949802,c# security sockets ssl,c# socket ssl,add ssl sockets? want exist code found internet differ type implement hope anyon help,everyth read say sslstream guy wrote helper class around socket class use ssl admit post sslstream made life easier,security|ssl,2016-04-30 01:40:43.743 UTC,Yes
35594557,javascript jquery malware php web,php websit malwar issu continu javascript file,websit continu get unwant code malwar js file remov sometim come back.than browser detect malwar websit,yes resolv kind issu earlier one thing instal gotmlsanti-malwar secur brute-forc firewal - wordpress wordpress plugin wordpress site 1 updat key registr 2 scan whole site 3 instal wp-secur plugin make site protect hope solut cheer one thing find affect file click button automat repair plugin,scripting|malware|security|firewall|protect,2016-02-24 06:10:31.293 UTC,Yes
60496391,java spring-security openid-connect spring-security-oauth2,programmat select clientregistr,implement modul larger applic access user data oidc challeng applic act relay multitud client access oidc-serv autoconfigur via application.properti viabl option.likewi regist viabl option user client client b vice-versa paragraph alreadi showi larg part knowledg matter simpl regist object regist object autodetect spring select login page alreadi implement delib implement reason alreadi stated.when custom login page default login page empti allow autodetect via given singl regist login page display instead author endpoint directli replic behavior custom login page.th page suppo automat decid clientregistr initi authent flow add custom login page url wildcard path variabl interpol lead invalid login request make sen nonetheless.now control method accept -attribut read origin url extract clientid send redirect correspond endpoint howev interrupt process due mani request edit 1 found mani redirect happen oauth2authenticationexcept messag [invalid_request] thrown somewh sadli appear stack anywh keycloak regist cannot find detail atm edit 1 end understand default login page correctli technic noth els except new request fire instead simpl redirect client access singl object select possibl without user interact gather doc approach strictli speak entir wrong definit correct question/ follow code login page automat select correct url start flow? modifi approach should? note extrem hacki thymeleaf templat instant redirect possibl try avoid likewi build authent start url outsid modul possibl viabl option - unless miss someth final note singl clientregistr object entir commun work box problem appear server keycloak 9.0.0 openid provid,time found solut mistake.th approach work perfectli even howev correct url must used.th custom login page must - case least redirect directli filter url rather start process complet expect,security|openid|oauth|login|authorise|authentication|validate|hack,2/03/2020 20:46,Yes
60406682,c authentication logic logical-operators semantics,error semant regard logic oper username/password applic,current make simpl login system give usernam password prompt login program say input wrong point probabl semant logic error if-stat oper snippet code,none,authentication|username|password|login,26/02/2020 4:14,Yes
37514688,mysql php,els statement test user account statu,want make test statu user account account activ redirect user page account activ redirect login page error here・・ code,boolean easier edit:redirect header work believ case insensit check valu == equal === ident simpli result simpl queri check password usernam match check account activ run queri check number row greater 0 vulner sql-inject insert variabl directli queri wich edhurtig noticed! best prevend sql-inject pdo prepar statement first foremost store password plaintext research secur hash algorithm md5 third parti authent servic googl facebook github ect second code vulner sql inject via $_post[ usernam ] $_post[ password ] bit unclear ask felt import point aforement issu secur critic abl cleanup strongli recommend use third parti authent servic though,user account|login|password|username|vulnerability|sql-injection|security|hash|md5|authentication|sql injection,2016-05-29 20:32:15.017 UTC,Yes
31052525,mysqli php sql-injection,php insert secur,work littl script insert data databas sure secur feedback pretti cool! question secur insert data? code,best object-ori style first second method instead etc read manual simpl find use safeti http://php.net/manual/en/mysqli.prepare.php,sql-injection|security|scripting|safe,2015-06-25 13:58:31.333 UTC,Yes
38018390,msdeploy powershell teamcity,teamciti use msdeploy 401 unauthor,written small powershel script teamciti call msdeploy.ex problem teamciti execut script 401 unauthor error troubl know fact correct usernam correct password - even tri make password someth simpl password prove type incorrectli read place site name access msdeploy url ?site=test abl log credenti miss someth script? forget someth somewher els,,authorise|scripting|username|password|credential|forge,2016-06-24 16:45:36.46 UTC,Yes
14319862,html javascript mechanize python web-scraping,inject html page use mechan,write webscrap program grade websit use mechan log page navig area scrape unfortun page use javascript encrypt page possibl stop scrape found decrypt script port python work use extract encrypt string page convert becom tabl html point inject html back page mechan link tabl grades? thank help! edit beauti soup help,end use found store .open link respons instead use .follow_link browser use cooki session cooki preserv pars html pop link .open got new page,scripting|inject|encrypt|crypt|cookie,2013-01-14 14:00:12.153 UTC,Yes
25271204,comments cookies document javascript,place javascript comment middl properti,add comment block /**/ middl javascript code obfusc reasond want alertdocument.cooki look alertdocument.co/**/oki ad comment block make code invalid why?,well cooki anymor dear ad space middl properti therefor make co oki fine,cookie|scripting|obfuscate|validate,2014-08-12 18:08:20.537 UTC,Yes
60109454,c# .net ssl certificate x509certificate,fulli valid x509 certif,need valid certificatex509certificate2 itﾂｴ valid commun x509certificate2.verifi case return true certif issu server instal finish code block full valid x509 certificate? regard edit code,x509certificate2.verifi case return true certif issu server instal method check anyth hostnam verifi certif expir certif eventu chain trust root author certif chain appropri nest expir target certif unless self-issu revoc endpoint revok intermedi certif revoc endpoint revok exactli equal finish code block full valid x509 certificate? full valid mean thing yes care valid tls client certif tls server certif longer form x509chain directli add applic polici requir call chain.build hostnam much harder client certif validat name server server certif hostnam match san/subject-cn noth built-in check connect tls,ssl|certificate|validate|trust|authorise|tls,7/02/2020 8:14,Yes
24859233,asp.net c# windows-authentication,window authent programmat,host 2 websit site webiste1 website2 secur use integr window authent iis user log site use window credenti given new link access website1 website2 use response.redirecturl call website2 want allow user log website1 access website2 use singl login word user website1 automat access websit window credenti programmatically? thank advanc,box use share web.config across two iis instanc mean one place author set howev sure implic two differ site authent cooki across integr window site pass automat requir configur see share config http://www.iis.net/learn/manage/managing-your-configuration-settings/shared-configuration_264,authentication|security|integrity|credential|login|authorise|cookie,2014-07-21 06:56:31.56 UTC,Yes
