id,a_reputation,creationdate
"400008","494","2010-07-23 07:46:21"
"401025","63402","2010-07-24 11:40:35"
"401467","4405","2010-07-25 10:02:36"
"401704","2214","2010-07-25 19:10:06"
"402053","20812","2010-07-26 08:19:56"
"402346","191","2010-07-26 14:03:44"
"402723","408","2010-07-26 20:44:39"
"403165","912","2010-02-17 18:08:51"
"403891","138","2010-07-27 21:25:27"
"404532","2383","2010-07-28 13:06:14"
"404604","4466","2010-07-28 14:06:44"
"405316","686","2010-07-29 05:53:09"
"405418","631","2010-07-29 08:12:48"
"406358","1734","2010-07-30 02:13:49"
"406429","51218","2009-01-18 09:08:40"
"406896","3368","2010-07-30 15:52:19"
"406984","12145","2010-07-30 17:37:07"
"407248","3396","2010-07-31 01:48:38"
"407456","3655","2010-07-31 12:48:21"
"407553","248","2010-07-30 18:13:44"
"407644","1151","2010-07-31 20:13:40"
"408011","7203","2010-08-01 16:45:13"
"408348","804","2010-08-02 06:11:35"
"408773","9429","2010-08-02 15:04:39"
"409031","984","2010-08-02 20:37:50"
"409172","29778","2010-08-03 00:24:10"
"409420","1457","2010-08-03 07:52:30"
"409964","236","2010-08-03 17:40:08"
"410677","8990","2010-05-27 09:16:24"
"410946","10177","2010-08-04 15:14:26"
"411393","12841","2010-08-04 23:51:51"
"411429","2875","2010-08-05 01:05:10"
"411602","2556","2010-08-05 06:28:25"
"411846","13683","2010-08-05 10:34:04"
"413094","927","2010-08-06 13:24:53"
"413129","965","2010-08-06 14:09:48"
"413735","9653","2010-08-07 09:25:14"
"414285","3161","2010-08-08 10:37:37"
"414414","1452","2010-08-08 15:12:12"
"415592","41","2010-08-09 21:56:53"
"416022","1892","2010-08-10 10:18:01"
"416564","41786","2010-08-10 19:59:26"
"416574","14469","2010-08-10 20:12:46"
"416734","721","2010-08-11 00:15:49"
"416996","13710","2010-04-26 10:53:53"
"417267","6892","2010-08-11 13:11:58"
"417291","4905","2010-08-11 13:32:14"
"417568","2278","2010-08-11 17:48:54"
"418066","4906","2010-08-12 06:42:51"
"418235","4271","2010-08-12 09:34:21"
"418271","1169","2010-08-12 10:00:37"
"418482","4015","2010-08-12 13:54:21"
"419887","1184","2010-08-13 18:40:35"
"420458","1416","2010-08-14 15:38:08"
"421642","5865","2010-08-16 11:04:23"
"421726","252","2010-08-16 12:31:13"
"422289","22587","2010-08-16 23:36:19"
"423316","10573","2010-08-17 20:39:23"
"424563","1065","2010-08-18 21:33:19"
"425754","2582","2010-08-19 21:01:02"
"426305","8222","2010-08-20 11:51:58"
"426469","1022","2010-08-20 14:58:47"
"426911","716","2008-12-25 21:56:10"
"427315","701","2010-08-21 21:41:33"
"427598","10322","2010-08-22 11:14:38"
"427675","1621","2010-08-22 14:34:23"
"427969","3734","2010-08-23 02:06:01"
"428543","13522","2010-08-23 15:05:54"
"429377","30723","2010-05-18 13:03:58"
"429982","24425","2010-08-24 20:12:10"
"431359","32203","2010-08-26 01:02:50"
"431526","21475","2010-08-26 06:39:27"
"431769","12103","2010-08-26 11:09:31"
"431938","2800","2010-03-25 17:26:13"
"432209","17927","2010-08-26 18:30:32"
"432681","15243","2010-08-27 08:01:11"
"432775","4617","2010-08-27 09:52:07"
"432836","2193","2010-08-27 10:53:31"
"433373","14471","2010-08-27 21:14:27"
"433392","10315","2010-08-27 21:52:37"
"433646","4927","2010-08-28 10:47:43"
"433693","2199","2010-08-28 12:40:40"
"433789","2140","2010-08-28 15:39:06"
"434193","6117","2010-08-29 11:44:45"
"434218","13240","2010-08-29 13:00:14"
"436176","1803","2010-08-31 17:07:47"
"436522","803","2010-09-01 01:37:22"
"436932","948","2010-09-01 12:23:50"
"437559","139","2010-01-04 02:59:52"
"437679","10794","2010-09-02 07:27:16"
"437869","846","2010-09-02 11:07:03"
"438144","2421","2010-09-02 15:49:14"
"438154","241090","2010-09-02 15:56:40"
"438615","13959","2010-09-03 04:34:13"
"440564","37472","2010-09-06 10:56:02"
"441517","1768","2010-09-07 14:09:23"
"441652","3469","2010-09-07 16:51:56"
"442071","2019","2010-09-08 05:23:36"
"442451","7749","2010-09-08 13:11:46"
"442773","2761","2010-09-08 19:41:41"
"442882","2286","2010-09-08 22:11:44"
"443259","5687","2010-09-09 09:31:55"
"443270","1186","2010-09-09 09:51:13"
"443294","4424","2009-09-13 17:16:16"
"443716","15176","2010-09-09 18:17:03"
"444071","1702","2010-09-10 06:31:22"
"444578","7870","2010-09-10 17:15:29"
"445105","24268","2009-02-23 17:49:40"
"445131","112907","2010-09-11 14:45:09"
"445221","56686","2010-09-11 18:14:40"
"445330","10070","2010-05-26 23:02:24"
"445438","1662","2010-09-12 05:32:06"
"446049","2072","2010-09-13 07:31:49"
"446738","3454","2010-09-13 20:10:56"
"446766","2103","2010-09-13 20:43:31"
"447922","1378","2010-09-15 01:24:00"
"448551","8599","2010-09-15 14:54:32"
"448831","1869","2010-09-15 19:57:59"
"449553","8175","2010-09-16 13:32:10"
"449685","1864","2010-09-16 15:22:13"
"449827","762","2010-09-16 17:44:48"
"449856","49648","2010-09-16 18:21:26"
"450112","120","2010-09-16 23:43:09"
"450388","528","2010-09-17 08:16:14"
"450449","5354","2010-09-17 09:38:49"
"450611","1771","2010-09-17 13:06:06"
"450668","5652","2010-09-17 14:06:45"
"450758","8399","2010-09-17 15:50:13"
"450811","9930","2010-09-17 16:48:03"
"450827","6476","2010-08-27 18:37:17"
"451321","8296","2010-09-18 10:15:25"
"451518","11201","2010-09-18 17:18:45"
"451975","323","2010-09-19 14:43:33"
"452044","3123","2010-09-19 17:23:44"
"452133","6398","2010-09-19 20:58:41"
"454219","2792","2010-09-21 16:53:34"
"454470","10312","2010-09-21 21:59:39"
"454488","8661","2010-05-03 03:43:01"
"454597","2969","2010-09-22 02:28:15"
"454718","3551","2010-09-22 06:29:50"
"454780","30980","2010-09-22 07:44:05"
"455008","2845","2010-09-22 12:08:42"
"455103","555","2010-09-22 13:52:08"
"455257","12696","2010-05-29 22:14:20"
"455934","4617","2010-09-23 08:11:27"
"456135","7660","2010-09-23 12:12:58"
"457850","2667","2010-09-24 23:46:15"
"458356","7375","2010-09-25 20:13:06"
"458369","757","2010-09-25 20:32:44"
"458509","6436","2010-09-26 03:48:05"
"458603","3441","2010-09-26 08:22:32"
"458741","46389","2010-09-26 14:42:54"
"459413","6412","2010-09-27 11:20:44"
"459557","8994","2010-09-27 14:00:41"
"459743","11746","2010-09-27 16:52:42"
"460258","4131","2010-09-28 06:34:56"
"460557","19570","2010-09-28 12:07:34"
"460785","6364","2010-09-28 15:29:08"
"460802","29058","2010-09-28 15:45:42"
"460976","1079","2010-09-28 18:45:28"
"461173","21190","2010-09-28 22:56:35"
"461800","10471","2010-09-29 13:55:03"
"462169","1543","2010-09-29 19:23:48"
"462370","15475","2010-09-30 00:50:17"
"462445","6057","2010-09-30 04:19:24"
"462512","1025","2010-09-30 06:07:54"
"463172","1725","2010-09-30 18:46:01"
"463183","4607","2010-09-30 19:01:34"
"463196","5465","2010-09-30 19:15:00"
"463286","664","2010-09-30 20:44:07"
"463324","9921","2010-09-30 21:37:43"
"463576","2422","2010-10-01 06:19:31"
"463698","927","2010-10-01 09:25:13"
"463792","2102","2010-10-01 11:06:16"
"464166","904","2010-10-01 19:04:00"
"465223","34894","2010-10-03 15:05:12"
"465274","4748","2010-10-03 16:55:23"
"466862","73980","2010-10-05 13:21:42"
"466884","2312","2010-07-29 16:48:53"
"467255","10635","2010-10-05 20:03:40"
"467323","695","2010-10-05 21:10:14"
"467510","1497","2010-10-06 02:49:50"
"467615","543","2010-10-06 06:03:52"
"467900","6147","2010-10-06 11:49:26"
"467944","4620","2010-10-06 12:32:46"
"468107","3203","2010-10-06 14:59:52"
"468249","1644","2010-10-06 17:01:58"
"468763","11459","2010-10-07 06:27:10"
"469220","16622","2010-10-07 14:37:46"
"470318","1204","2010-10-08 14:16:02"
"470835","1027","2010-10-09 04:04:54"
"470912","6973","2010-10-09 15:11:12"
"471070","21484","2010-01-17 03:25:03"
"471213","22066","2010-10-09 22:46:44"
"471362","1793","2010-10-10 06:05:53"
"471420","1011","2010-10-10 08:30:51"
"471607","22130","2010-10-10 16:20:50"
"472565","1351","2010-10-11 18:01:24"
"472792","36067","2009-05-13 10:38:26"
"472798","7211","2010-10-12 00:01:41"
"473612","5723","2010-10-12 17:06:33"
"474193","5752","2010-10-13 07:43:39"
"474287","13603","2010-10-13 09:35:38"
"474398","3712","2010-10-13 11:31:10"
"474693","3517","2010-10-13 15:42:01"
"474825","1334","2010-10-13 17:40:40"
"474904","2162","2010-10-13 18:40:32"
"475067","10040","2010-10-13 21:28:58"
"475178","5689","2010-10-14 00:04:18"
"475456","11045","2010-10-14 07:33:51"
"476052","51","2010-10-14 17:02:06"
"476747","13654","2010-10-15 10:06:48"
"477308","74","2010-10-15 18:39:45"
"477572","1396","2010-10-15 23:07:37"
"477606","1060","2010-10-16 00:32:12"
"479137","7020","2010-10-18 09:19:37"
"480279","46","2010-10-19 09:10:02"
"480894","5906","2010-10-19 19:03:08"
"481863","4885","2009-08-27 09:14:28"
"482256","6982","2010-10-20 20:39:12"
"482269","237","2010-10-20 20:54:39"
"482628","4378","2010-10-21 06:36:05"
"482682","4330","2010-10-21 07:40:53"
"482702","2606","2010-10-21 08:02:16"
"483353","2331","2010-10-21 17:53:34"
"483499","1011","2010-10-21 20:08:32"
"483536","4274","2010-10-21 20:54:45"
"483566","2413","2010-10-21 21:28:30"
"483728","17419","2010-10-22 01:53:11"
"484293","7772","2010-10-22 14:08:03"
"484325","191","2010-10-22 14:40:08"
"484379","477","2010-10-22 15:30:02"
"484902","4839","2010-10-23 06:36:39"
"485146","6985","2010-10-23 16:11:14"
"485864","9328","2010-10-24 21:22:01"
"485907","313","2010-10-24 23:07:48"
"486035","3461","2010-10-25 04:09:11"
"486888","1762","2010-10-25 20:24:49"
"487062","2479","2010-10-26 00:23:22"
"488433","13680","2010-10-27 06:53:55"
"488434","8186","2010-10-27 06:54:39"
"488830","10760","2010-10-27 12:45:00"
"490018","11357","2010-10-28 11:21:45"
"490888","1059","2010-10-29 04:49:48"
"491245","7796","2010-10-29 11:47:34"
"491527","4672","2010-10-29 16:36:48"
"491978","2446","2010-10-30 05:54:13"
"492317","1176","2010-10-30 18:25:26"
"492389","1432","2010-10-30 20:35:43"
"492462","5853","2010-10-30 23:06:43"
"492624","35817","2010-10-31 07:47:36"
"492723","1617","2010-10-31 11:54:06"
"494428","5387","2010-11-02 07:16:26"
"494476","1274","2010-11-02 08:29:25"
"494501","5118","2010-11-02 08:45:43"
"494549","891","2010-11-02 09:32:09"
"494643","14353","2010-11-02 11:15:26"
"495246","1572","2010-11-02 20:42:24"
"495261","11","2010-11-02 20:56:58"
"496046","6944","2010-11-03 14:41:18"
"496143","796","2010-11-03 15:53:05"
"496562","2626","2010-11-03 22:41:57"
"496798","2501","2010-11-04 04:33:34"
"497043","67610","2010-11-04 10:21:14"
"497381","13905","2010-11-04 16:01:20"
"497456","924","2010-11-04 16:56:38"
"497499","317","2010-11-04 17:34:37"
"497700","789","2010-11-04 20:38:06"
"497756","50217","2010-11-04 21:35:30"
"497844","1564","2010-11-04 23:51:47"
"497923","89","2010-11-05 02:12:43"
"498067","5070","2010-11-05 07:28:55"
"498182","788","2010-11-05 09:52:44"
"498520","336","2010-11-05 16:04:13"
"498976","869","2010-11-06 01:57:04"
"499151","1112","2010-11-06 10:04:45"
"499351","4097","2010-11-06 17:36:46"
"500478","8016","2010-11-08 09:01:50"
"500625","3177","2010-11-08 11:36:43"
"500844","356","2010-11-08 15:41:31"
"501696","143851","2010-11-09 09:50:13"
"503148","1977","2010-11-10 11:54:43"
"504452","3711","2010-11-11 11:49:20"
"505075","4519","2010-11-11 21:26:51"
"506441","21172","2010-11-13 02:51:26"
"506651","5484","2010-11-13 11:05:57"
"506855","32682","2010-11-13 17:02:39"
"507056","990","2010-11-14 00:02:40"
"507519","73215","2010-11-14 18:21:43"
"507546","8655","2010-11-14 19:00:50"
"507564","4005","2010-11-14 19:38:04"
"508329","1604","2010-11-15 13:59:28"
"508957","5957","2010-11-16 01:01:16"
"509301","201","2010-11-16 09:26:49"
"509851","2304","2010-11-16 17:35:23"
"510634","205","2010-11-17 10:12:26"
"511289","547","2010-11-17 20:19:49"
"511501","5947","2010-11-18 00:07:50"
"511562","3133","2010-11-18 01:59:50"
"511906","380","2010-11-18 09:27:08"
"512088","46","2010-11-18 12:16:58"
"512218","61","2010-11-18 14:16:49"
"513342","15420","2010-11-04 17:52:06"
"513500","3112","2010-11-19 13:05:18"
"513548","299","2010-11-19 13:49:31"
"513690","349","2010-11-19 15:48:35"
"513769","10224","2010-11-19 16:53:18"
"513868","2550","2009-11-16 14:13:43"
"515922","8407","2010-11-22 10:35:13"
"515973","3539","2010-11-22 11:19:11"
"516167","26278","2010-11-22 13:47:13"
"516220","2535","2010-11-22 14:33:21"
"516864","6733","2010-11-23 01:40:38"
"517073","4912","2010-11-23 06:42:33"
"517144","657","2010-11-23 08:05:55"
"517358","3944","2010-11-23 11:36:33"
"517886","1479","2010-11-23 18:47:30"
"517940","18615","2010-11-23 19:31:49"
"518587","7629","2010-11-24 10:10:39"
"518617","587","2010-11-24 10:36:45"
"519064","148","2010-11-24 16:04:58"
"519360","9569","2010-11-24 20:29:58"
"519383","9165","2010-11-24 20:58:30"
"519539","6317","2010-11-25 00:23:08"
"519864","3519","2010-11-25 08:39:35"
"520021","233","2010-11-25 10:57:41"
"521045","357","2010-11-18 08:54:04"
"521799","169394","2010-11-26 21:16:49"
"522134","1023","2010-11-27 09:31:37"
"522213","327","2010-11-27 11:47:54"
"522444","272436","2010-11-27 18:15:21"
"522561","813","2010-11-27 21:59:04"
"523664","9354","2010-11-29 08:40:50"
"523758","4565","2010-11-29 10:28:10"
"523908","2881","2010-11-29 12:47:44"
"523980","1237","2010-11-29 13:58:10"
"524010","2367","2010-11-29 14:25:15"
"524725","1202","2010-11-30 05:39:43"
"524900","3707","2010-11-30 08:59:35"
"524946","13008","2010-11-30 09:40:02"
"525096","3144","2010-11-30 11:45:03"
"526217","20700","2010-12-01 07:56:47"
"526498","819","2010-12-01 12:06:08"
"526535","245370","2010-12-01 12:41:51"
"527533","9270","2010-12-02 05:08:34"
"527617","9308","2010-12-02 06:55:27"
"529650","1226","2010-12-03 17:01:02"
"529793","1271","2010-12-03 19:23:10"
"530098","453","2010-12-04 02:09:13"
"530630","11295","2010-12-04 18:14:21"
"530705","664","2010-12-04 19:51:12"
"531321","5077","2010-12-05 16:46:22"
"531634","156","2010-12-06 01:18:07"
"531762","16189","2010-12-06 04:45:38"
"531954","21107","2010-12-06 08:00:20"
"532434","4946","2010-12-06 14:51:53"
"532759","1218","2010-12-06 19:26:38"
"533212","3319","2010-12-07 05:13:54"
"533313","4445","2010-12-07 07:15:10"
"533323","26","2010-01-15 13:59:38"
"533368","689","2010-12-07 08:17:46"
"534062","2870","2010-12-07 18:08:36"
"534120","13384","2010-12-07 19:08:54"
"534858","1952","2010-12-08 10:45:02"
"534862","7258","2010-12-08 10:46:37"
"535203","14715","2010-12-08 15:39:13"
"535296","6136","2010-12-08 16:48:13"
"535646","13270","2010-12-08 21:54:30"
"536006","116","2010-12-09 06:34:05"
"536484","538","2010-12-09 13:44:24"
"537566","724","2010-12-10 08:18:02"
"537796","61","2010-12-10 11:44:04"
"538040","817","2010-12-10 15:55:56"
"538551","17495","2010-12-11 01:29:26"
"540001","1574","2010-12-13 01:43:42"
"540286","5076","2010-12-13 08:55:46"
"541401","1216","2010-12-14 03:07:18"
"541624","9367","2010-12-14 07:41:45"
"541786","12574","2010-12-14 10:27:01"
"542285","2359","2010-12-14 04:18:13"
"544630","210","2010-12-16 10:41:08"
"545127","37021","2010-12-16 17:50:27"
"546016","2111","2010-12-17 11:56:43"
"546054","6105","2010-12-17 12:30:48"
"546489","756","2010-12-17 20:12:58"
"546540","925","2010-12-17 21:16:10"
"546657","3876","2010-12-17 23:51:44"
"547122","22022","2010-12-18 16:37:50"
"548634","9353","2010-12-20 12:55:45"
"548852","2967","2010-12-20 16:00:31"
"548915","4133","2010-12-20 17:01:56"
"548930","2484","2010-12-20 17:13:17"
"549088","715","2010-12-20 19:38:31"
"549320","1955","2010-12-21 00:00:06"
"549471","16127","2010-12-21 04:14:27"
"550664","6527","2010-12-22 00:30:51"
"550774","694","2010-12-22 04:01:46"
"550964","790","2010-12-22 08:32:39"
"550966","74424","2010-12-22 08:37:34"
"550975","22443","2010-12-22 08:49:31"
"551548","11812","2010-12-22 18:23:13"
"552135","1329","2010-12-23 08:09:13"
"552139","11027","2010-12-23 08:15:47"
"552782","1884","2010-12-23 20:22:22"
"553153","2241","2010-12-24 09:01:49"
"553308","12557","2010-12-24 12:51:12"
"554203","2994","2010-12-26 08:37:26"
"554279","8566","2010-12-26 12:27:23"
"555161","46","2010-12-27 16:46:43"
"555579","621","2010-12-28 03:14:15"
"556893","3181","2010-12-29 08:19:04"
"557191","2600","2010-12-29 13:42:07"
"557697","1569","2010-12-29 22:43:13"
"558049","3049","2010-12-30 07:51:41"
"558546","9971","2010-12-30 17:53:41"
"558880","917","2010-12-31 01:57:57"
"559026","13750","2010-12-31 06:04:07"
"559070","53080","2010-12-31 07:13:53"
"559720","354","2011-01-01 09:44:08"
"559760","5174","2011-01-01 12:16:36"
"560848","1266","2011-01-03 04:49:55"
"561354","1073","2011-01-03 14:44:44"
"562117","3660","2011-01-04 05:31:04"
"562389","76","2011-01-04 10:25:01"
"562721","7009","2011-01-04 15:08:01"
"563306","4409","2011-01-05 00:05:41"
"563535","3605","2011-01-05 06:20:35"
"563890","13317","2011-01-05 12:15:35"
"564079","2467","2011-01-05 14:44:11"
"564406","3667","2011-01-05 18:42:25"
"565129","108","2011-01-06 07:30:11"
"565302","687","2011-01-06 10:40:00"
"566459","1931","2011-01-07 05:32:44"
"566608","30310","2011-01-07 08:18:16"
"568635","16623","2011-01-09 07:55:29"
"568664","9068","2010-12-10 23:55:31"
"569066","380","2011-01-09 19:25:21"
"570291","955","2011-01-10 19:12:03"
"570434","654","2011-01-10 21:14:11"
"571007","2890","2011-01-11 09:01:00"
"571816","731","2011-01-11 19:55:20"
"571907","4185","2011-01-11 21:38:31"
"572645","1845","2011-01-12 11:57:49"
"573149","4791","2011-01-12 18:06:30"
"574799","22855","2011-01-13 19:51:15"
"574932","1626","2011-01-13 21:47:20"
"575001","306","2011-01-13 22:55:35"
"575029","1945","2011-01-13 23:24:41"
"575199","10687","2011-01-14 03:58:02"
"575376","178722","2011-01-14 08:06:27"
"575421","14312","2011-01-14 08:57:49"
"575447","1208","2011-01-14 09:15:06"
"575734","699","2011-01-14 13:40:07"
"576549","11365","2011-01-15 07:16:47"
"576699","2267","2011-01-15 12:16:04"
"576857","5383","2011-01-15 16:31:37"
"576954","4010","2011-01-15 18:53:19"
"577315","2490","2011-01-16 06:22:58"
"577432","2148","2011-01-16 11:12:34"
"578762","811","2011-01-17 16:13:10"
"578989","8690","2011-01-17 19:47:01"
"579025","3425","2011-01-17 20:21:40"
"579580","7545","2011-01-18 07:59:44"
"579813","198","2011-01-18 11:09:06"
"580487","5303","2011-01-18 20:10:30"
"580651","1371","2011-01-18 22:40:58"
"581190","15591","2011-01-19 09:41:45"
"583344","5838","2011-01-20 17:20:09"
"583513","4167","2011-01-20 19:34:27"
"583980","11757","2011-01-21 05:06:19"
"584192","63327","2011-01-21 08:51:49"
"584420","8418","2011-01-21 12:12:26"
"584694","1264","2010-04-20 17:02:58"
"584703","187","2011-01-21 16:22:24"
"584783","26","2011-01-21 17:27:15"
"584846","10560","2011-01-21 18:07:30"
"585256","414","2011-01-22 01:00:53"
"585637","695","2011-01-22 14:04:34"
"586148","913","2011-01-23 04:54:46"
"586880","11472","2011-01-24 02:01:52"
"587121","3083","2011-01-24 06:50:25"
"587318","2659","2011-01-24 10:09:19"
"587406","5421","2011-01-24 11:26:10"
"588747","6105","2011-01-25 09:06:49"
"588929","1076","2011-01-25 11:37:32"
"589197","931","2011-01-25 15:13:07"
"589329","29146","2011-01-25 16:40:20"
"589407","1096","2011-01-25 17:42:02"
"590848","2092","2011-01-26 15:41:34"
"590967","3691","2011-01-26 16:58:02"
"591174","1202","2011-01-26 19:14:59"
"591182","3329","2011-01-26 19:21:28"
"591495","26923","2011-01-26 23:44:22"
"591935","1517","2010-12-21 19:10:49"
"592139","111492","2011-01-27 12:06:51"
"592704","3534","2011-01-27 18:37:28"
"592849","1298","2011-01-27 20:39:47"
"592898","8422","2011-01-27 21:16:39"
"593010","3682","2011-01-27 22:47:36"
"593141","4488","2011-01-28 01:30:54"
"593308","3403","2011-01-28 05:15:57"
"594496","12561","2011-01-28 22:16:54"
"594745","518","2011-01-29 06:07:16"
"594832","4463","2011-01-29 09:26:16"
"595105","1673","2011-01-29 16:40:16"
"596239","2358","2011-01-31 01:46:29"
"596578","299","2011-01-31 09:03:49"
"597174","281","2011-01-31 16:47:49"
"597222","2089","2011-01-31 17:19:58"
"597310","12621","2011-01-31 18:42:03"
"597389","5548","2011-01-31 19:46:37"
"597457","445","2011-01-31 20:43:11"
"597548","3139","2011-01-31 21:55:44"
"597633","3013","2011-01-31 23:04:53"
"597657","102435","2011-01-31 23:28:20"
"598327","3262","2011-02-01 12:01:37"
"598420","30137","2011-02-01 13:16:56"
"598500","14886","2011-02-01 14:10:15"
"599415","714","2011-02-02 03:47:47"
"599561","3508","2011-02-02 06:39:26"
"599614","2969","2011-02-02 07:37:52"
"600007","429","2011-02-02 12:52:47"
"600093","965","2011-02-02 14:04:50"
"600101","1831","2011-02-02 14:09:22"
"600135","23064","2011-02-02 14:32:32"
"600313","1334","2011-02-02 16:36:41"
"600753","20533","2011-02-02 22:41:23"
"602379","1064","2011-02-03 22:48:55"
"602525","2888","2011-02-04 02:08:11"
"602608","51","2011-02-04 04:08:36"
"602762","1300","2011-02-04 07:04:47"
"602913","96","2011-02-04 09:40:22"
"603270","15462","2011-02-04 14:11:47"
"603432","1284","2011-02-04 16:09:20"
"603742","48605","2011-02-04 20:01:23"
"603901","413","2011-02-04 22:45:09"
"603902","3708","2011-02-04 22:45:41"
"604564","1811","2011-02-05 17:35:27"
"604629","161","2011-02-05 18:48:55"
"605093","2647","2011-02-06 07:29:59"
"605153","26250","2011-02-06 09:44:51"
"606662","4839","2011-02-07 15:26:33"
"607357","2000","2011-02-08 00:09:13"
"608388","6287","2011-02-08 15:56:53"
"608659","1912","2011-02-08 19:03:20"
"609703","1276","2011-02-09 12:06:18"
"610072","388","2011-02-09 16:30:44"
"610090","1888","2011-02-09 16:37:24"
"610718","3209","2011-02-10 02:10:19"
"610880","707","2011-02-10 05:41:59"
"611818","628","2011-02-10 17:43:06"
"611819","5560","2011-02-10 17:43:07"
"612128","21","2011-02-10 21:13:08"
"612462","32512","2011-02-11 03:19:09"
"612645","2935","2011-02-11 07:09:12"
"612663","189","2011-02-11 07:22:17"
"613251","2724","2011-02-11 15:12:05"
"613628","25533","2011-02-11 20:47:26"
"614005","3577","2011-02-12 06:39:32"
"614418","2208","2011-02-12 17:57:29"
"614482","9739","2011-02-12 19:35:39"
"616460","32677","2011-02-14 15:56:54"
"616700","76126","2011-02-14 19:01:42"
"616718","792","2011-02-14 19:20:49"
"617455","421","2011-02-15 08:55:55"
"617485","2398","2011-02-15 09:19:53"
"617996","12947","2011-02-15 14:49:13"
"619177","8444","2011-02-16 07:03:26"
"619271","3928","2011-02-16 08:22:13"
"619830","474","2011-02-16 14:39:04"
"620304","2626","2011-02-16 20:16:20"
"620339","751","2011-02-16 20:43:30"
"620778","654","2011-02-17 05:00:28"
"621686","4338","2011-02-17 15:55:42"
"622571","13223","2011-02-18 04:39:22"
"623640","2614","2011-02-18 18:43:29"
"623912","1667","2010-12-18 00:00:51"
"624622","1737","2011-02-19 18:47:38"
"624673","852","2011-02-19 19:42:31"
"624765","673","2011-02-19 21:56:07"
"625834","520","2011-02-21 01:02:06"
"626318","3026","2011-02-21 09:45:40"
"626905","816","2011-02-21 16:08:31"
"627985","8559","2011-02-22 08:53:18"
"628267","7505","2011-02-22 12:06:08"
"628490","5985","2011-02-22 14:41:37"
"628881","6054","2011-02-22 18:37:30"
"628943","10799","2011-02-22 19:15:19"
"629673","4251","2011-02-23 06:43:48"
"630136","11187","2011-02-23 12:07:43"
"630261","3405","2011-02-23 13:29:24"
"630387","988","2011-02-23 14:53:29"
"630443","9843","2011-02-23 15:18:47"
"630868","763","2011-02-23 18:51:02"
"631033","221","2011-02-23 20:16:51"
"631937","3363","2011-02-24 08:24:31"
"632035","7893","2011-02-24 09:33:23"
"632957","690","2011-02-24 19:13:55"
"633098","18469","2011-02-24 20:45:34"
"633150","9103","2011-02-24 21:30:58"
"633375","2490","2011-02-25 00:52:01"
"633513","7010","2011-02-25 03:21:14"
"634003","4604","2011-02-25 11:12:43"
"634204","2233","2011-02-25 13:36:10"
"634257","161","2011-02-25 14:07:06"
"634286","5198","2011-02-25 14:24:55"
"635075","3847","2011-02-26 00:58:48"
"635306","1217","2011-02-26 07:31:11"
"635427","321","2009-11-21 08:31:20"
"635692","2121","2011-02-26 16:37:36"
"636009","11855","2011-02-26 23:49:40"
"636472","3636","2011-02-27 13:31:34"
"636584","494","2011-02-27 15:44:28"
"636985","4968","2010-12-15 23:57:45"
"636988","17579","2011-02-28 00:47:21"
"637384","160","2011-02-28 08:52:46"
"637404","5054","2011-02-28 09:12:04"
"637609","5246","2011-02-28 11:47:33"
"637889","41282","2011-02-28 15:02:58"
"637970","1494","2011-02-28 15:57:53"
"638087","2545","2011-02-28 17:17:07"
"638225","8247","2011-02-28 19:05:16"
"638569","399","2011-03-01 00:33:54"
"638764","5730","2011-03-01 04:35:15"
"639258","4667","2011-03-01 11:39:17"
"639406","22958","2011-03-01 13:28:10"
"640507","737","2011-03-02 03:56:27"
"640549","1063","2011-03-02 04:45:34"
"640913","3948","2011-03-02 09:55:06"
"641020","5452","2011-03-02 10:48:52"
"641071","885","2011-03-02 11:24:25"
"641132","3694","2011-03-02 12:05:39"
"641627","13009","2011-03-02 17:00:59"
"641798","1163","2011-03-02 19:10:04"
"642242","4165","2011-03-03 01:56:22"
"642534","174","2011-03-03 07:16:27"
"643141","11079","2011-03-03 14:27:11"
"643565","847","2011-03-03 19:25:55"
"643740","137","2011-03-03 21:37:54"
"644450","16982","2011-03-04 09:34:19"
"644578","3066","2011-03-04 10:57:20"
"646075","865","2011-03-05 14:34:18"
"646634","15390","2011-03-06 04:10:27"
"646887","31572","2011-03-06 12:00:18"
"646912","97","2011-03-06 12:38:33"
"647110","2112","2011-03-06 16:57:48"
"647242","4980","2011-03-06 19:39:41"
"647410","2015","2011-03-06 23:24:51"
"647581","2040","2011-03-07 03:41:15"
"647991","30153","2011-03-07 10:42:08"
"648137","1079","2011-03-07 07:29:12"
"648138","18217","2011-03-07 12:27:30"
"648658","57699","2011-03-07 18:39:13"
"648665","636","2011-03-07 18:47:18"
"648734","126","2011-03-07 19:35:29"
"649020","21","2011-03-07 23:41:13"
"649408","13416","2011-03-08 07:28:54"
"650052","1207","2011-03-08 15:32:23"
"650425","10220","2011-03-08 19:49:48"
"651948","816","2011-03-09 16:31:12"
"652591","1574","2011-03-09 23:16:20"
"652602","1757","2011-03-09 23:22:44"
"652669","16206","2011-03-10 00:30:52"
"652895","12644","2011-03-10 04:53:52"
"653069","2621","2011-03-10 07:21:22"
"653116","2143","2011-03-10 07:59:36"
"653941","1611","2011-03-10 16:42:53"
"654159","511","2011-03-10 19:25:41"
"654749","75","2011-03-11 04:46:32"
"655756","4182","2011-03-11 17:27:55"
"656069","17351","2011-03-11 22:19:41"
"656243","11318","2011-03-12 01:40:23"
"656480","1268","2011-03-12 10:23:51"
